"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EMR","IRQ","239.58","239.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EMR","IRQ","202.31","202.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","IRL","1564.84","1564.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","IRL","1823.73","1823.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","IRL","2200.36","2200.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","IRL","2910.93","2910.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","IRL","3483.16","3483.16000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","IRL","3938.19","3938.19000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","IRL","4147.13","4147.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","IRL","4858.65","4858.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","IRL","5638.78","5638.78000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","IRL","5502.89","5502.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","IRL","5133.46","5133.46000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","IRL","5558.30","5558.30000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","IRL","5222.04","5222.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","IRL","5328.58","5328.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","IRL","5329.98","5329.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","IRL","4561.39","4561.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","IRL","4709.17","4709.17000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","IRL","5010.26","5010.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","IRL","5484.22","5484.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","IRL","5431.00","5431.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","IRL","6092.18","6092.18000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","ISR","1471.62","1471.62000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","ISR","1514.77","1514.77000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","ISR","1361.95","1361.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","ISR","1389.94","1389.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","ISR","1443.16","1443.16000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","ISR","1512.27","1512.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","ISR","1558.29","1558.29000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","ISR","1772.59","1772.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","ISR","2128.55","2128.55000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","ISR","2036.26","2036.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","ISR","2240.44","2240.44000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","ISR","2445.98","2445.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","ISR","2410.15","2410.15000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","ISR","2681.19","2681.19000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","ISR","2816.12","2816.12000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","ISR","2660.70","2660.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","ISR","2801.22","2801.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","ISR","3093.89","3093.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","ISR","3219.69","3219.69000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","ISR","3454.47","3454.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","ISR","3867.40","3867.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","ITA","1524.24","1524.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","ITA","1586.66","1586.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","ITA","1762.54","1762.54000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","ITA","2163.03","2163.03000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","ITA","2565.63","2565.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","ITA","2677.55","2677.55000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","ITA","2832.70","2832.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","ITA","3092.56","3092.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","ITA","3504.11","3504.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","ITA","3337.75","3337.75000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","ITA","3217.68","3217.68000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","ITA","3392.01","3392.01000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","ITA","3086.30","3086.30000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","ITA","3149.24","3149.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","ITA","3154.28","3154.28000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","ITA","2675.67","2675.67000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","ITA","2699.73","2699.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","ITA","2809.72","2809.72000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","ITA","3002.76","3002.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","ITA","2910.63","2910.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","ITA","3057.04","3057.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AMR","JAM","194.59","194.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AMR","JAM","180.59","180.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AMR","JAM","174.82","174.82000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AMR","JAM","150.12","150.12000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AMR","JAM","183.49","183.49000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AMR","JAM","190.94","190.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AMR","JAM","186.64","186.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AMR","JAM","252.11","252.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AMR","JAM","283.73","283.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AMR","JAM","229.13","229.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AMR","JAM","256.06","256.06000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AMR","JAM","275.54","275.54000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AMR","JAM","262.10","262.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AMR","JAM","254.84","254.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AMR","JAM","257.85","257.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AMR","JAM","285.60","285.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AMR","JAM","286.35","286.35000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AMR","JAM","324.22","324.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AMR","JAM","333.88","333.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AMR","JAM","343.06","343.06000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AMR","JAM","325.72","325.72000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","WPR","JPN","2756.24","2756.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","WPR","JPN","2492.46","2492.46000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","WPR","JPN","2415.82","2415.82000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","WPR","JPN","2653.75","2653.75000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","WPR","JPN","2887.94","2887.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","WPR","JPN","2895.21","2895.21000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","WPR","JPN","2765.59","2765.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","WPR","JPN","2783.26","2783.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","WPR","JPN","3225.26","3225.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","WPR","JPN","3698.76","3698.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","WPR","JPN","4074.34","4074.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","WPR","JPN","5106.90","5106.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","WPR","JPN","5235.42","5235.42000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","WPR","JPN","4357.68","4357.68000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","WPR","JPN","4121.53","4121.53000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","WPR","JPN","3754.92","3754.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","WPR","JPN","4199.71","4199.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","WPR","JPN","4148.37","4148.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","WPR","JPN","4288.00","4288.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","WPR","JPN","4378.77","4378.77000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","WPR","JPN","4388.10","4388.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EMR","JOR","161.24","161.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EMR","JOR","171.83","171.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EMR","JOR","175.38","175.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EMR","JOR","172.25","172.25000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EMR","JOR","186.11","186.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EMR","JOR","196.47","196.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EMR","JOR","199.65","199.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EMR","JOR","219.41","219.41000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EMR","JOR","289.99","289.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EMR","JOR","333.81","333.81000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EMR","JOR","319.84","319.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EMR","JOR","338.35","338.35000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EMR","JOR","342.94","342.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EMR","JOR","320.87","320.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EMR","JOR","306.81","306.81000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EMR","JOR","303.23","303.23000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EMR","JOR","286.50","286.50000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EMR","JOR","323.55","323.55000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EMR","JOR","322.12","322.12000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EMR","JOR","314.88","314.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EMR","JOR","298.64","298.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","KAZ","49.95","49.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","KAZ","50.32","50.32000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","KAZ","58.06","58.06000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","KAZ","74.47","74.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","KAZ","110.73","110.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","KAZ","142.36","142.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","KAZ","173.97","173.97000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","KAZ","177.07","177.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","KAZ","251.25","251.25000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","KAZ","245.99","245.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","KAZ","243.64","243.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","KAZ","297.24","297.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","KAZ","369.38","369.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","KAZ","363.27","363.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","KAZ","374.39","374.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","KAZ","314.33","314.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","KAZ","259.87","259.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","KAZ","278.01","278.01000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","KAZ","272.60","272.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","KAZ","270.01","270.01000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","KAZ","341.54","341.54000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","KEN","21.40","21.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","KEN","22.14","22.14000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","KEN","22.33","22.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","KEN","25.71","25.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AFR","KEN","27.75","27.75000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AFR","KEN","31.14","31.14000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AFR","KEN","41.08","41.08000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AFR","KEN","50.39","50.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AFR","KEN","55.42","55.42000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AFR","KEN","55.29","55.29000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AFR","KEN","58.93","58.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AFR","KEN","57.19","57.19000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AFR","KEN","64.72","64.72000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AFR","KEN","67.89","67.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AFR","KEN","73.19","73.19000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AFR","KEN","71.31","71.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AFR","KEN","74.27","74.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AFR","KEN","66.80","66.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AFR","KEN","75.66","75.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AFR","KEN","86.07","86.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AFR","KEN","83.40","83.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","WPR","KIR","65.45","65.45000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","WPR","KIR","85.94","85.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","WPR","KIR","93.07","93.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","WPR","KIR","101.99","101.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","WPR","KIR","131.95","131.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","WPR","KIR","131.60","131.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","WPR","KIR","127.17","127.17000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","WPR","KIR","148.09","148.09000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","WPR","KIR","190.78","190.78000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","WPR","KIR","168.11","168.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","WPR","KIR","132.95","132.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","WPR","KIR","141.84","141.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","WPR","KIR","146.76","146.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","WPR","KIR","154.75","154.75000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","WPR","KIR","155.03","155.03000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","WPR","KIR","117.24","117.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","WPR","KIR","126.64","126.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","WPR","KIR","166.04","166.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","WPR","KIR","191.59","191.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","WPR","KIR","163.10","163.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","WPR","KIR","166.62","166.62000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EMR","KWT","429.56","429.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EMR","KWT","558.32","558.32000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EMR","KWT","581.98","581.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EMR","KWT","628.85","628.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EMR","KWT","650.58","650.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EMR","KWT","727.70","727.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EMR","KWT","782.64","782.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EMR","KWT","881.10","881.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EMR","KWT","1069.66","1069.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EMR","KWT","1025.88","1025.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EMR","KWT","1050.42","1050.42000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EMR","KWT","1143.14","1143.14000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EMR","KWT","1196.21","1196.21000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EMR","KWT","1188.28","1188.28000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EMR","KWT","1260.88","1260.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EMR","KWT","1235.62","1235.62000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EMR","KWT","1278.63","1278.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EMR","KWT","1361.48","1361.48000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EMR","KWT","1660.99","1660.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EMR","KWT","1643.57","1643.57000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EMR","KWT","1532.56","1532.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","KGZ","12.25","12.25000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","KGZ","13.11","13.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","KGZ","14.67","14.67000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","KGZ","22.04","22.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","KGZ","26.71","26.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","KGZ","35.29","35.29000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","KGZ","44.90","44.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","KGZ","49.78","49.78000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","KGZ","62.74","62.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","KGZ","59.76","59.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","KGZ","60.76","60.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","KGZ","79.33","79.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","KGZ","99.80","99.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","KGZ","105.00","105.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","KGZ","94.50","94.50000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","KGZ","80.72","80.72000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","KGZ","72.59","72.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","KGZ","77.84","77.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","KGZ","66.59","66.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","KGZ","63.05","63.05000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","KGZ","63.69","63.69000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","WPR","LAO","14.10","14.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","WPR","LAO","14.47","14.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","WPR","LAO","12.92","12.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","WPR","LAO","17.62","17.62000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","WPR","LAO","16.27","16.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","WPR","LAO","17.38","17.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","WPR","LAO","19.28","19.28000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","WPR","LAO","24.81","24.81000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","WPR","LAO","26.81","26.81000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","WPR","LAO","35.78","35.78000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","WPR","LAO","34.58","34.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","WPR","LAO","27.16","27.16000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","WPR","LAO","32.52","32.52000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","WPR","LAO","43.57","43.57000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","WPR","LAO","45.61","45.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","WPR","LAO","52.15","52.15000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","WPR","LAO","54.51","54.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","WPR","LAO","61.60","61.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","WPR","LAO","57.36","57.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","WPR","LAO","67.82","67.82000","","","","",""
